"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000139144",2.55241928961624,3.35927666099604,6.64866672118463,1.4843277013287e-09,1.636713706043e-07,11.470537223126
"ENSG00000113494",-1.70331044426621,1.88040133116692,-6.63853904219366,1.55727915790496e-09,1.7000684856671e-07,11.423912555485
"ENSG00000180251",4.16851059114148,4.77112087390572,6.62973885316117,1.62353917182303e-09,1.76362970531251e-07,11.3834215579051
"ENSG00000180720",-1.41069076142413,0.394900791548919,-6.61745984257819,1.72067321352118e-09,1.85993755292095e-07,11.3269588174271
"ENSG00000134138",3.70931866232528,3.84841472379925,6.60308213014274,1.84172961646441e-09,1.97136941336969e-07,11.2608974377215
"ENSG00000172123",1.50924523407864,2.02082304221383,6.59389989799403,1.92340737576583e-09,2.02936807241545e-07,11.2187371848666
"ENSG00000223361",-1.57720029430565,1.01692252419181,-6.59387217768995,1.92365929482028e-09,2.02936807241545e-07,11.2186099418187
"ENSG00000087303",-2.11986026738444,1.1708233490735,-6.58528482491621,2.00329094026004e-09,2.09324824295838e-07,11.1792019884431
"ENSG00000138639",2.18332816844162,3.1988263531647,6.57149607827089,2.13802341915408e-09,2.21295508898576e-07,11.1159668135318
"ENSG00000026559",-1.37878622046475,0.361889377975305,-6.55816784458862,2.27675475212665e-09,2.33892287448414e-07,11.0548933892534
"ENSG00000249042",1.34599524688882,3.27275203990812,6.55776867194912,2.28104404657343e-09,2.33892287448414e-07,11.0530650352081
"ENSG00000189221",-2.3087142697119,5.21327533594893,-6.55268942894113,2.33632511997787e-09,2.38446428407788e-07,11.029804140233
"ENSG00000112782",-3.35117218770512,1.95133224236349,-6.47844776874023,3.31284055288282e-09,3.34993826045658e-07,10.6906336214292
"ENSG00000177133",3.08831879232959,3.91636622572604,6.46464315569585,3.53452144633266e-09,3.55770660994851e-07,10.6277405113272
"ENSG00000272763",-2.82546478410688,1.49853763161556,-6.45984693568191,3.61492039317576e-09,3.62201818207561e-07,10.6059020246351
"ENSG00000102302",-1.18652291109286,0.6355223957859,-6.45542613296347,3.6906243749563e-09,3.6810623027121e-07,10.5857788001022
"ENSG00000268729",-1.11365538373857,0.338645796527262,-6.44003314533423,3.96664195463193e-09,3.92072182029227e-07,10.5157550619359
"ENSG00000158089",-1.95867924851232,0.634260351301202,-6.42774550876734,4.20152258052439e-09,4.1158040171628e-07,10.459907286658
